name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
Boney Mountain Overlook Trail,4.5,295,Santa Monica Mountains National Recreation Area,2670.0,Out & Back,"Boney Mountain Overlook Trail is a 9.1 mile heavily trafficked out and back trail located near Newbury Park, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking, nature trips, and bird watching and is accessible year-round.",,"['Hiking', 'Nature trips', 'Bird watching', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'No dogs']",1471,285,805,california,CA,3,274,0,8,9.1,328.0
Coastside Trail,4.5,386,Half Moon Bay State Beach,164.0,Out & Back,"Coastside Trail is a 9.4 mile heavily trafficked out and back trail located near Half Moon Bay, California that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","According to Access Northern California (http://accessnca.org/access-northern-california/explore/explore-detail-view/?site_id=91): Half Moon Bay, the oldest town in San Mateo County, lies along a gently curving, sandy shore that is protected as parkland. Stretching for nearly four miles north to south is Half Moon Bay State Beach, a wide expanse of beach and bluff that includes four beaches: Venice, Roosevelt, Dunes, and Francis, the most wheelchair accessible and most developed. Amenities at Francis Beach include blufftop camping, blufftop picnic tables overlooking the beach, and a small visitor center with displays about local wildflowers, birds, and animals, as well as local history. Beach access for a beach wheelchair is at Roosevelt and Francis Beaches (at the northwest corner of each).

The paved Coastside Trail runs for nearly 3.5 miles behind the beaches, from Mirada Road, one mile south of Pillar Point Harbor, to Poplar Street, 0.5 miles south of Francis Beach. Numerous benches along the trail offer unobstructed ocean views.

This heavily used multi-use trail runs along the eastern boundary of Half Moon Bay State Beach and provides good pedestrian access to all four beaches in the system, as well as the city-owned Poplar Beach, south of Francis Beach. The ocean is not always visible, but when it is you can see the crescent shape of the coastline that gives Half Moon Bay its name. For a lovely outing, you can combine this walk with a meal at one of several trailside cafes at the trail's north end by Magellan Road.

A horse trail parallels the Coastside Trail between Roosevelt and Francis Beaches. The park is open from 8 AM to sunset daily and there is a parking fee.

Accessibility: The route is accessible from any of the Half Moon Bay State Beaches and from Poplar Beach and there is plentiful firm handicapped-accessible parking in any of the beach lots. There are wheelchair accessible bathrooms at Venice, Roosevelt, Dunes, and Francis Beaches and a porta-potty is in the Poplar Beach parking lot. A beach wheelchair is available for loan at the Francis Beach entry kiosk on a first-come, first-served basis. Chairs can be taken to the other beaches using your own vehicle. There are firm and stable accessible picnic tables with at least 27 inches of knee clearance at Francis and Roosevelt Beaches and along the Coastside Trail just north of Venice Beach.

The trail is paved, typically at least four feet wide, and mostly gentle (estimated 5% grade or less). From Poplar Beach, head south from the parking lot one-quarter mile to a bridge that crosses an outlet to the ocean. On the other side of the bridge, after passing through a small stand of cypress trees, the trail becomes hard-packed dirt and is very rutted. A sign indicates that this blufftop is Wavecrest, a 206-acre park set aside in part to serve as raptor wintering grounds. Although the terrain is very rough and not wheelchair accessible past 20 feet, the views are spectacular—plus, you might spot migrating whales (Nov.-Jan.) and raptors. Retrace your steps and continue north past Poplar Road - check out the view from the bluff at the foot of Poplar.

You will reach Francis Beach in about 0.8 miles, then cross the park entry road to continue along the trail, unless you want to stop in at the small visitor center (weekends only) or picnic on the bluffs. A sign indicates it is another 2.4 miles to the trail's end. The trail parallels the campground access road a short distance, then, once past the developed area, becomes quieter.

Next, you will cross Pilarcitos Creek on a long wooden bridge that's pretty bumpy. Housing is now closer to the trail and scrub obscures the ocean. Soon you will arrive at Venice Beach, where there is no wheelchair access to the beach. Continuing north a few hundred yards there is another extremely bumpy bridge. After crossing this, the trail briefly curves west and a picnic area comes into view, as does the ocean.

About 1.6 miles from Francis Beach you will arrive at Dunes Beach, then Roosevelt Beach. Beyond Roosevelt Beach, the surroundings are more residential. At Mirada Road, it may appear as if the trail ends, but continuing on traffic is sparse and moves slowly because of all the people. In a quarter of a mile, you will reach Magellan Avenue and can follow it a few hundred feet to another trailhead. This new trail travels on the bluffs through Mirada Surf, a 49-acre park that occupies one of the few remaining undeveloped coastal bluffs in the region. Signage indicates that it travels one-third of a mile north to Pillar Point Harbor. ","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Camping', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Beach', 'Partially paved', 'Views', 'Wildlife', 'Fee']",443,397,877,california,CA,1,319,1,17,9.4,228.0
Hastain Trail,4.5,348,Franklin Canyon Park,580.0,Loop,"Hastain Trail is a 2.3 mile moderately trafficked loop trail located near North Hollywood, California that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",Users recommend taking this route clockwise instead of counter-clockwise to avoid a steep descent if desired. ,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Running', 'Lake', 'Views', 'Wild flowers', 'Wildlife']",410,403,613,california,CA,2,317,1,9,2.3,79.0
Minaret Lake,5.0,139,Inyo National Forest,2437.0,Out & Back,"Minaret Lake is a 13.4 mile moderately trafficked out and back trail located near Mammoth Lakes, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking and backpacking and is best used from July until October. Dogs are also able to use this trail but must be kept on leash.",https://www.fs.usda.gov/alerts/inyo/alerts-notices/?aid=61545,"['Dogs on leash', 'Backpacking', 'Hiking', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky']",411,136,220,california,CA,2,320,1,12,13.4,423.0
Yucca Point Trail,4.5,751,Torrey Pines State Natural Reserve,190.0,Loop,"Yucca Point Trail is a 1.2 mile moderately trafficked loop trail located near Del Mar, California that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, running, and nature trips.",,"['Hiking', 'Nature trips', 'Walking', 'Running', 'Beach', 'Views', 'No dogs']",672,560,2458,california,CA,1,232,0,7,1.2,37.0
Juniper Canyon Trail to High Peaks,4.5,227,Pinnacles National Park,1259.0,Loop,"Juniper Canyon Trail to High Peaks is a 4.5 mile heavily trafficked loop trail located near Paicines, California that features a river and is rated as difficult. The trail offers a number of activity options and is accessible year-round.",Beautifully shaded by the surrounding trees and chaparral for most of the hike but it can get very hot very quick. It begins fairly easy and quickly gains difficulty as you gain elevation. You will need plenty of water and watch out blackberry bushes and Mountain Misery which are both abundant.,"['Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Wild flowers', 'Wildlife', 'No dogs']",1478,211,782,california,CA,3,237,1,11,4.5,160.0
Hazelnut Trail and Weiler Ranch Loop,4.5,450,San Pedro Valley County Park,885.0,Loop,"Hazelnut Trail and Weiler Ranch Loop is a 4.2 mile moderately trafficked loop trail located near Pacifica, California that features a river and is rated as moderate. The trail is primarily used for hiking, walking, and running and is accessible year-round.","Note: As of September 2020, this route can only be done counter-clockwise due to COVID-19 restrictions.

This route offers great views. The trail has multiple switchbacks and can be steep in sections.

There is a $6 parking fee at the trailhead.
","['Hiking', 'Walking', 'Running', 'Forest', 'River', 'Views', 'Rocky', 'Fee', 'No dogs']",397,448,720,california,CA,2,256,1,9,4.2,137.0
Boat Road Trail,4.5,461,"Laguna Beach, California",875.0,Out & Back,"Boat Road Trail is a 4 mile heavily trafficked out and back trail located near Laguna Beach, California that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, running, and nature trips and is accessible year-round.",,"['Hiking', 'Nature trips', 'Running', 'Views', 'Wildlife', 'No dogs']",486,505,681,california,CA,2,264,0,6,4.0,132.0
Seaview Trail,4.5,445,Tilden Regional Park,1151.0,Out & Back,"Seaview Trail is a 5.4 mile heavily trafficked out and back trail located near Orinda, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Running', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife']",1107,485,1003,california,CA,2,300,0,11,5.4,177.0
Seven Falls Trail,4.0,283,Los Padres National Forest,843.0,Out & Back,"Seven Falls Trail is a 3.2 mile heavily trafficked out and back trail located near Santa Barbara, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.","Note: As of 10/31/2020, this trail is only open on weekends due to construction.

Super nice and fun hike to some waterfalls, involves a lot of climbing and at some points get very steep! The falls can be dry depending on the time of the year. ","['Dog friendly', 'Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'Scramble']",342,254,815,california,CA,2,274,1,14,3.2,112.0
Santa Ysabel Preserve West Trail,4.5,421,Santa Ysabel Preserve,1174.0,Loop,"Santa Ysabel Preserve West Trail is a 5.6 mile heavily trafficked loop trail located near Santa Ysabel, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, running, and horses and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","The Santa Ysabel Preserve-West is located between Santa Ysabel and Ramona about 40 miles northeast of San Diego.

Portions of the trail are steep. Numerous oak trees populate the hills with several picnic tables on the trail.

If the entire preserve is open hikes can be extended to 8.5 miles

While fire roads exclusively make up the designated trail system here, you will most likely not mind at all as the beauty of the place makes up for the lack of singletrack options. You can get in just under 20 miles of bike or horseback riding if you do all of the loops and out and back sections.","['Dogs on leash', 'Hiking', 'Horseback riding', 'Walking', 'Running', 'Views', 'Wild flowers', 'Wildlife']",405,407,624,california,CA,2,340,1,8,5.6,183.0
Coyote Peak and Ridge Trail Loop,4.5,429,Santa Teresa County Park,705.0,Loop,"Coyote Peak and Ridge Trail Loop is a 3.8 mile heavily trafficked loop trail located near San Jose, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Coyote Peak is the must-visit point in Santa Teresa County Park in southern San Jose, California. This loop to the peak is a good way to get there: steep enough to provide a good workout and scenic enough to reward your efforts. 

Coyote Peak looks out over the southern expanse of Silicon Valley, with great views of both the Diablo Range to the east and the Santa Cruz Mountains to the west. Admittedly, this park is not the sexiest hiking locale in the South Bay, but it's extremely accessible if you're in the neighborhood. And let's face it: few city parks have hills with this much elevation gain.  

Bear in mind that the park is very popular with mountain bikers, so come prepared to share the trails. 

This hike starts out at the Pueblo Day Use Area; you have to pay to park here, but the amenities (bathrooms, water, picnic tables, lots of parking spaces) are usually unavailable at the free trailheads around the park.  

Best time to come: If you come early in the morning before it gets too hot, you can hike here all year. Springtime wildflower season is very scenic, and winter offers the best views from Coyote Peak after a strong rain cleans up the smog. Summer and fall will be hot and dry with significant wildfire risk.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife']",1305,463,710,california,CA,2,313,1,12,3.8,120.0
Old Mount Baldy Trail,4.5,305,Angeles National Forest,5793.0,Out & Back,"Old Mount Baldy Trail is a 11.3 mile heavily trafficked out and back trail located near Mount Baldy, California that features a river and is only recommended for very experienced adventurers. The trail is primarily used for hiking, running, and bird watching and is best used from June until October. Dogs are also able to use this trail but must be kept on leash.","This trail was made in the 1880's by Dr. Fairchild and Dell, who envisioned an observatory on the summit.  The idea never materialized, but over the years the trail became popular and was used as the main route to travel to the summit from Mount Baldy Village.

Trail begins at Mt Baldy Village and takes you through Bear Canyon, with its creek and rich canopy of Oak, Bay, Cedar, Fir and Pine.  Bear Cyn emerges to open chaparral, which takes you to the ridge with an open Conifer forest and amazing views.  You will climb the ridge for several miles and enjoy a treat of varied topography, shade, sun, and breathtaking views.  After an incredible 6.5 miles and over 6000 feet of elevation gain, you will reach the Mount Baldy summit.","['Dogs on leash', 'Hiking', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Wildlife']",1586,250,655,california,CA,3,364,1,8,11.3,508.0
Historic Donner Pass Trail,4.5,309,Donner Memorial State Park,980.0,Loop,"Historic Donner Pass Trail is a 6.3 mile heavily trafficked loop trail located near Truckee, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.","An easy, unique, yet beautiful hike through multiple segments of tunnels with openings throughout the trail that offer views of Donner Lake. Along the walls of the tunnels is a graffiti artist's playground. Graffiti lines the walls from the beginning to the very end.","['Dog friendly', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'Running', 'Cave', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Rocky', 'Snow']",705,210,742,california,CA,2,264,1,16,6.3,153.0
Fern Canyon Trail,4.5,691,Griffith Park,620.0,Out & Back,"Fern Canyon Trail is a 3.3 mile heavily trafficked out and back trail located near Los Angeles, California that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Running', 'Views', 'No shade']",615,811,1139,california,CA,2,326,0,7,3.3,105.0
Los Gatos Creek Trail to Jones Trail Loop,4.5,494,St. Joseph's Hill Open Space Preserve,511.0,Loop,"Los Gatos Creek Trail to Jones Trail Loop is a 3.8 mile heavily trafficked loop trail located near Los Gatos, California that features a river and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.","A great West Valley paved path/trail for biking, mountain biking, jogging, and birding. A good starting point from Campbell Park the paved trail extends through Vasona Park, Downtown Los Gatos, and on to Lexington Reservoir and more challenging dirt road mountain bike climbs. Los Gatos Creek and ponds along the way offer good birding opportunities. The paved path makes a 2 mile loop from Campbell park to a pedestrian bridge at San Thomas Expressway. The east side of the loop has a 1 mile single track trail good for a quick mountain bike ride any time of the year.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Road biking', 'Walking', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Wild flowers', 'Wildlife']",521,550,1416,california,CA,2,321,1,14,3.8,112.0
Avery's Pond,4.5,354,Folsom Lake State Recreation Area,239.0,Loop,"Avery's Pond is a 2.4 mile heavily trafficked loop trail located near Newcastle, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.","Avery's Pond is a beautiful pond near the shores of Folsom Lake. 

Parking Fee: $12","['Dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Lake', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Fee']",400,317,734,california,CA,1,271,1,14,2.4,59.0
Mount Hollywood Trail,4.5,534,Bronson Canyon Park,492.0,Loop,"Mount Hollywood Trail is a 2.4 mile heavily trafficked loop trail located near Los Angeles, California that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, running, and horses and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Horseback riding', 'Walking', 'Running', 'Views', 'No shade']",1158,621,1780,california,CA,2,316,0,7,2.4,78.0
Brokeoff Mountain Trail,5.0,317,Lassen Volcanic National Park,2582.0,Out & Back,"Brokeoff Mountain Trail is a 7.6 mile heavily trafficked out and back trail located near Mill Creek, California that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from June until December.","Lassen Volcanic National Park charges a fee to enter. Fees are $30 per vehicle or $25 per motorcycle. If you are entering on foot, horse, or bike the fee is $15 per person. During the winter (Dec 1 - Apr 15), entrance fees are $10. You can also purchase a park specific annual pass for $70.

Climb one of the park's best trails to experience the unrivaled views from the summit of Brokeoff Mountain. Located four hours northeast of San Francisco this Northern California park might be a little out of the way, but it's a prime destination for seekers of tranquility and those with a passing interest in geology.

Many folk head to Lassen Volcanic National Park with a plan to hike Lassen Peak, and for good reason - it's a really good signature hike for the park. However, if you have time to hike only one peak on your travels choose Brokeoff Mountain which affords you some of the best views of the park from the summit, including great ones of Lassen Peak.","['Camping', 'Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Running', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Over grown', 'Rocky', 'Snow', 'Fee', 'No dogs']",248,257,550,california,CA,3,248,1,16,7.6,288.0
Middle Velma Lake Trail,4.5,195,Desolation Wilderness,2201.0,Out & Back,"Middle Velma Lake Trail is a 9.7 mile moderately trafficked out and back trail located near Tahoma, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail.",Note: Parking Fee: $5,"['Dog friendly', 'Backpacking', 'Camping', 'Hiking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Snow', 'Fee']",1357,186,609,california,CA,2,284,1,14,9.7,293.0
Grasslands Loop Trail,4.5,407,Mission Trails Regional Park,403.0,Loop,"Grasslands Loop Trail is a 4.3 mile heavily trafficked loop trail located near San Diego, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",www.mtrp.org,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Wild flowers', 'Wildlife']",1425,500,882,california,CA,2,288,1,12,4.3,120.0
Ney Springs and Faery Falls,4.5,291,Shasta-Trinity National Forest,255.0,Out & Back,"Ney Springs and Faery Falls is a 1.3 mile heavily trafficked out and back trail located near Mount Shasta, California that features a waterfall and is good for all skill levels. The trail is primarily used for hiking and is best used from May until October. Dogs are also able to use this trail.",,"['Dog friendly', 'Kid friendly', 'Hiking', 'Forest', 'Hot springs', 'River', 'Views', 'Waterfall', 'Muddy']",247,237,515,california,CA,1,295,0,9,1.3,42.0
Reservoir Canyon Loop Trail,4.5,351,Reservoir Canyon Natural Reserve,1397.0,Loop,"Reservoir Canyon Loop Trail is a 5.4 mile heavily trafficked loop trail located near San Luis Obispo, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",After heavy rains parts of this area may be closed. Please check with the Reservoir Canyon Natural Reserve for more information.,"['Dogs on leash', 'Hiking', 'Nature trips', 'Running', 'Cave', 'Forest', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Muddy', 'Over grown']",531,316,980,california,CA,2,330,1,13,5.4,187.0
Blue Mountain Trail,4.5,461,"Grand Terrace, California",1092.0,Out & Back,"Blue Mountain Trail is a 3.8 mile heavily trafficked out and back trail located near Grand Terrace, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Ohv / off road driving', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'Rocky', 'No shade']",230,431,655,california,CA,2,313,0,13,3.8,136.0
John S Brooks Memorial Trail,4.5,426,Water Dog Lake Open Space,987.0,Loop,"John S Brooks Memorial Trail is a 5.4 mile heavily trafficked loop trail located near Belmont, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","A short but sweet mountain bike loop, that is mostly used by locals.

Take the Elevator Trail to the John Brooks Trail.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Running', 'Lake', 'Views']",911,454,767,california,CA,2,292,1,9,5.4,170.0
Lake Natoma Trail,4.0,360,Folsom Lake State Recreation Area,423.0,Loop,"Lake Natoma Trail is a 11.1 mile heavily trafficked loop trail located near Orangevale, California that features a river and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","NOTE: Hikers report that this trail is closed until September 25, 2020.

The parking lots for this trail has been closed due to COVID 19.

Note: There is a $10 entrance fee for vehicles. ","['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Paddle sports', 'Road biking', 'Walking', 'Bird watching', 'Running', 'Lake', 'Paved', 'River', 'Views', 'Wild flowers', 'Over grown', 'Fee']",755,396,891,california,CA,1,294,1,19,11.1,285.0
Josephine Peak Trail,4.5,326,San Gabriel Mountains National Monument,1843.0,Out & Back,"Josephine Peak Trail is a 8.3 mile heavily trafficked out and back trail located near Mount Wilson, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Mountain biking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Views', 'Wild flowers', 'Wildlife', 'No shade']",468,339,505,california,CA,2,313,0,10,8.3,254.0
Monterey Peninsula Recreational Trail,4.5,296,Perkins Park,137.0,Loop,"Monterey Peninsula Recreational Trail is a 3.9 mile heavily trafficked loop trail located near Pacific Grove, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Trailhead starts at Lover’s Point Park. Then the trail follows along the coast, passing the Kissing Rock, Pacific Grove Marine Gardens Park, John Denver Memorial and loops around Point Pinos Lighthouse back to the same trail along the coast.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Beach', 'Forest', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife']",515,270,826,california,CA,1,331,1,13,3.9,100.0
Spruce Grove Campground Trail,4.5,238,Angeles National Forest,1778.0,Out & Back,"Spruce Grove Campground Trail is a 8 mile heavily trafficked out and back trail located near Sierra Madre, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",$5 for a parking pass,"['Dog friendly', 'Camping', 'Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Bird watching', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Fee']",3028,239,1998,california,CA,2,294,1,12,8.0,265.0
Sagehen Creek Trail,4.5,360,Tahoe National Forest,246.0,Loop,"Sagehen Creek Trail is a 6 mile heavily trafficked loop trail located near Truckee, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",Pleasant hiking although crowded beginning when weather is nice. Nice wildflowers and birds especially near the reservoir. The fastest way to get to the end of the trail is via the Hobart Mills Rd and then off onto a dirt road for a bit. ,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Blowdown', 'Bugs']",343,297,630,california,CA,1,302,1,16,6.0,144.0
Monterey Bay Coastal Trail,4.5,254,Lovers Point Park,183.0,Out & Back,"Monterey Bay Coastal Trail is a 6.9 mile heavily trafficked out and back trail located near Monterey, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This beautiful, easy coastal trail is great for families and for taking your dog.

Accessibility: This trail begins as paved and then turns to dirt, and is typically at least three feet wide. The trail is mostly gentle with an estimated grade of 5% or less. Users have reported that past Lover's Point, the trail can get too sandy and narrow for wheelchairs/mobility equipment and strollers.","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Hiking', 'Road biking', 'Walking', 'Running', 'Beach', 'Partially paved', 'Rails trails', 'Views', 'Wild flowers', 'Wildlife', 'No shade']",746,279,571,california,CA,1,323,1,15,6.9,174.0
Clouds Rest Trail from Yosemite Valley,5.0,185,Yosemite National Park,6302.0,Out & Back,"Clouds Rest Trail from Yosemite Valley is a 20.5 mile heavily trafficked out and back trail located near Yosemite Valley, California that features beautiful wild flowers and is rated as difficult. The trail offers a number of activity options and is best used from March until October.","Yosemite National Park charges a fee to enter. Fees are $35 per vehicle or $30 per motorcycle. If you are entering on foot, horse, or bike the fee is $20 per person. You can also purchase a park specific annual pass for $70.

This hike is probably Yosemite’s ultimate dayhike. Much of this route is actually along the same trails as the more well-known Half Dome Hike. Many of the attractions along the way are the same (ie Vernal Falls, Nevada Falls, Mist Trail, Little Yosemite Valley, etc). But, things are different once you pass the cutoff to Half Dome. Much like Half Dome, the views from the summit are certainly worth the climb (and then some). It’s hard to say what is the better view out of this one vs Half Dome. But one definite advantage of Clouds Rest is the fact that it has a smaller summit. This allows you to see a better, 360 degree view from one place. You also get a direct view down into Yosemite’s ‘forbidden zone’, Tenaya Canyon.

Unlike Half Dome, there is no permit or lottery for this hike. Just go to the trailhead and start hiking! This makes Clouds Rest an excellent choice for those who didn’t score a Half Dome permit - particularly if less crowded weekdays are not an option for you. Speaking of the lack of permits (and the ability to do this hike on a moment’s notice if desired), the distance (10 miles one way) and elevation gain (6000ft) are on a par with Mount Whitney. This, along with relative proximity to Northern California metropolitan areas, makes the hike from Happy Isles to Clouds Rest a GREAT (and very scenic) training hike for higher peaks like Whitney and Shasta.","['Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Muddy', 'Rocky', 'Fee', 'No dogs']",6528,86,682,california,CA,3,285,1,15,20.5,691.0
Bodega Head Trail,4.5,318,Sonoma Coast State Park,187.0,Loop,"Bodega Head Trail is a 1.7 mile heavily trafficked loop trail located near Bodega Bay, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.","Bodega Head is a four-mile-long peninsula just south of the Bodega Dunes and north of Bodega Harbor. It features a boat launch area, many pocket beaches, and stunning cliff views from several coastline trails. During their spring and fall migrations, grey whales can be spotted from here.  This dirt trail is great for hiking and biking, but dogs are not allowed.

The wheelchair and stroller friendly portion of this trail (as an out-and-back trail) can be viewed on its own trail page here: https://www.alltrails.com/trail/us/california/bodega-head-accessible","['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Beach', 'Views', 'Wild flowers', 'Wildlife', 'No dogs']",265,272,695,california,CA,1,244,1,11,1.7,41.0
