,trail_url,trail,review_text,trail_avg_star,difficulty,distance,elevation,route_type,location,tag_list,short_description,trail_id
43,www.alltrails.com/trail/us/california/french-bridle-and-stream-trail-loop,"French, Bridle and Stream Trail Loop",,4.5,moderate,9.1 mi,1437 ft,Loop,Reinhardt Redwood Regional Park,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'River', 'Views', 'Wildflowers', 'Wildlife']","French, Bridle and Stream Trail Loop is a 9.1 mile heavily trafficked loop trail located near Oakland, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",43
44,www.alltrails.com/trail/us/california/fryman-canyon-trail,Fryman Canyon Trail,Easy,4.5,moderate,2.6 mi,456 ft,Loop,Wilacre Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife', 'No shade']","Fryman Canyon Trail is a 2.6 mile heavily trafficked loop trail located near Studio City, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",44
45,www.alltrails.com/trail/us/california/granite-lake-maggies-peak,Granite Lake and Maggie's Peaks,"I thought I had posted a review already.  However I was at the top of Maggie’s south peak so it might’ve not gone through.   Maggie’s peak does not disappoint.  Sure during the hike you’d maybe regret or think about all the incline you’re doing or will continue to do.  But,.... the views along the way to the top are amazing!!! Slowly Lake Tahoe opens up as you climb up and get closer to the peak.  Views of the beach line, cascade lake, fallen leaf, Mount tallac and more!  Sure this trail offers a great workout, but every inch on this hike is worth it when you reach the peak.  I’m planning on this hike again and again when I’m in gorgeous Tahoe.",5.0,hard,4.1 mi,1778 ft,Out & back,Desolation Wilderness,"['Dogs on leash', 'Hiking', 'Skiing', 'Snowshoeing', 'running', 'Forest', 'Lake', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'Scramble', 'Fee']","Granite Lake and Maggie's Peaks is a 4.1 mile heavily trafficked out and back trail located near South Lake Tahoe, California that features a lake and is rated as difficult. The trail is primarily used for hiking, running, downhill skiing, and snowshoeing. Dogs are also able to use this trail but must be kept on leash.",45
46,www.alltrails.com/trail/us/california/half-dome-trail,Half Dome Trail,"Awesome trail, great views and a killer workout! Make sure you take plenty of water and sunscreen. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz ",5.0,hard,15 mi,5206 ft,Out & back,Yosemite National Park,"['Hiking', 'Nature trips', 'Rock climbing', 'Snowshoeing', 'Beach', 'Forest', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Fee', 'No dogs']","Half Dome Trail is a 15 mile heavily trafficked out and back trail located near Yosemite Valley, California that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from April until October.",46
47,www.alltrails.com/trail/us/california/heart-rock-trail,Heart Rock Trail,,4.5,easy,1.7 mi,285 ft,Loop,San Bernardino National Forest,"['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs']","Heart Rock Trail is a 1.7 mile heavily trafficked loop trail located near Cedarpines Park, California that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",47
48,www.alltrails.com/trail/us/california/hidden-falls-trails,Hidden Falls Trail,,4.5,easy,3.2 mi,475 ft,Loop,Hidden Falls Regional Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'running', 'River', 'Views', 'Waterfall', 'Wildflowers']","Hidden Falls Trail is a 3.2 mile heavily trafficked loop trail located near Newcastle, California that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",48
49,www.alltrails.com/trail/us/california/hidden-valley-nature-trail,Hidden Valley Nature Trail,,4.5,easy,1 mi,114 ft,Loop,Joshua Tree National Park,"['Kid friendly', 'Walking', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'Fee', 'No dogs']","Hidden Valley Nature Trail is a 1 mile heavily trafficked loop trail located near Twentynine Palms, California that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for walking and is accessible year-round.",49
50,www.alltrails.com/trail/us/california/hollyridge-trail,Hollyridge Trail to Hollywood Sign Viewpoint,"we went there yesterday - it's open during covid and it's really hot with no shades. it's out & back, and for 1-way it's half up and half on ridge. when you get to a point with two forks both to the hollywood sign, remember to choose the upward longer one - the other one is to a horse riding location and to a much worse lower view. the last 0.5 mile of the trail has great view of LA city, and the view of the gorgeous hollywood sign of course! btw there are many many people, so wear mask all the time. there are many dogs, but almost no kids (quite different from similar trails in the bay area).",4.5,moderate,5.1 mi,849 ft,Out & back,Griffith Park,"['Dogs on leash', 'Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'running', 'Partially paved', 'Views', 'No shade']","Hollyridge Trail to Hollywood Sign Viewpoint is a 5.1 mile heavily trafficked out and back trail located near Los Angeles, California that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, running, nature trips, and horses and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",50
51,www.alltrails.com/trail/us/california/hollywood-sign-via-canyon-drive,Hollywood Sign via Canyon Drive,,4.5,moderate,6 mi,1171 ft,Out & back,Griffith Park,"['Dogs on leash', 'Hiking', 'Walking', 'running', 'Partially paved', 'Views', 'Rocky', 'No shade']","Hollywood Sign via Canyon Drive is a 6 mile heavily trafficked out and back trail located near Los Angeles, California that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, and running and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",51
52,www.alltrails.com/trail/us/california/horsetail-falls,Horsetail Falls Trail,Too crowded on weekends,4.5,hard,4 mi,1391 ft,Out & back,Desolation Wilderness,"['dog friendly', 'Hiking', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'Scramble', 'Snow', 'Fee']","Horsetail Falls Trail is a 4 mile heavily trafficked out and back trail located near Twin Bridges, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking and is best used from May until October. Dogs are also able to use this trail.",52
53,www.alltrails.com/trail/us/california/icehouse-canyon-to-cucamonga-peak-trail,Icehouse Canyon to Cucamonga Peak Trail,,5.0,hard,11.6 mi,4314 ft,Out & back,Cucamonga Wilderness,"['Dogs on leash', 'Backpacking', 'Camping', 'Hiking', 'Forest', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky']","Icehouse Canyon to Cucamonga Peak Trail is a 11.6 mile heavily trafficked out and back trail located near Mount Baldy, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking, camping, and backpacking and is best used from March until November. Dogs are also able to use this trail but must be kept on leash.",53
54,www.alltrails.com/trail/us/california/icehouse-canyon-to-icehouse-saddl,Icehouse Canyon to Icehouse Saddle,"Great trail, patches of snow in the shaded side. Not too crowded￼. Last quarter mile is a butt kicker.",4.5,hard,8.5 mi,2759 ft,Out & back,Cucamonga Wilderness,"['Hiking', 'Nature trips', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Rocky']","Icehouse Canyon to Icehouse Saddle is a 8.5 mile heavily trafficked out and back trail located near Mount Baldy, California that features beautiful wild flowers and is rated as difficult. The trail is primarily used for hiking and nature trips.",54
55,www.alltrails.com/trail/us/california/iron-mountain-trail--5,Iron Mountain Trail,,4.5,moderate,5.2 mi,1102 ft,Out & back,"Poway, California","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'running', 'Views', 'Wildflowers', 'Rocky', 'No shade']","Iron Mountain Trail is a 5.2 mile heavily trafficked out and back trail located near Poway, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",55
56,www.alltrails.com/trail/us/california/jenkinson-lake-loop-trail,Jenkinson Lake Loop Trail,"nice loop,but very dusty at this time of year",4.5,moderate,8.5 mi,649 ft,Loop,Sly Park Recreation Area,"['dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Snowshoeing', 'Walking', 'running', 'Forest', 'Lake', 'Partially paved', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Fee']","Jenkinson Lake Loop Trail is a 8.5 mile heavily trafficked loop trail located near Pollock Pines, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",56
57,www.alltrails.com/trail/us/california/klondike-and-portuguese-canyon-trails,Klondike and Portuguese Canyon Trails,,4.5,moderate,5 mi,1220 ft,Loop,Portuguese Bend Reserve,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Beach', 'Views', 'Wildflowers', 'Wildlife', 'Over grown', 'Rocky', 'No shade']","Klondike and Portuguese Canyon Trails is a 5 mile heavily trafficked loop trail located near Rancho Palos Verdes, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",57
58,www.alltrails.com/trail/us/california/kwaay-paay-peak-trail,Kwaay Paay Peak Trail,"Great hike, some steep parts but a great view!",4.5,moderate,2.3 mi,875 ft,Out & back,Mission Trails Regional Park,"['Dogs on leash', 'Camping', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Views', 'Wildflowers', 'Rocky']","Kwaay Paay Peak Trail is a 2.3 mile heavily trafficked out and back trail located near Santee, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",58
59,www.alltrails.com/trail/us/california/ladder-canyon-trail,Ladder Canyon and Painted Canyon Trail,Climbing the ladders was fun.  Did not see ropes.  Asked  hikers on trail for the ropes but no one knew.   It was cold and windy at top but still a beautiful day. ,4.5,moderate,4.9 mi,908 ft,Loop,Mecca Hills Wilderness,"['Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'running', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Washed out', 'No dogs']","Ladder Canyon and Painted Canyon Trail is a 4.9 mile heavily trafficked loop trail located near Mecca, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from October until April.",59
60,www.alltrails.com/trail/us/california/lafayette-reservoir-nature-area-rim-trail,Lafayette Reservoir Nature Area Rim Trail,,4.5,moderate,4.9 mi,912 ft,Loop,Lafayette Reservoir Recreation Area,"['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Nature trips', 'Walking', 'running', 'Lake', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife']","Lafayette Reservoir Nature Area Rim Trail is a 4.9 mile heavily trafficked loop trail located near Lafayette, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",60
61,www.alltrails.com/trail/us/california/lake-calavera-loop-trail,Lake Calavera Loop Trail,"Started at 9:45, it’s too late for a summer hike, didn’t hike all the way up to the top because of the heat, easy work out but saw lots of poops there, guess they belong to...coyotes?",4.5,moderate,4.8 mi,652 ft,Loop,Calavera Park,"['Dogs on leash', 'Mountain biking', 'running', 'Lake', 'Views', 'Wildflowers']","Lake Calavera Loop Trail is a 4.8 mile heavily trafficked loop trail located near Carlsbad, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for running and mountain biking and is best used from September until June. Dogs are also able to use this trail but must be kept on leash.",61
62,www.alltrails.com/trail/us/california/lake-chabot-west-shore-bass-cove-columbine-honker-bay-east-shore-loo,"Lake Chabot: West Shore, Bass Cove, Columbine, Honker Bay, East Shore Loop","Beautiful lake. Trail is great. Wide pretty much the whole way. Partly paved. A couple of down trees, but you can get by them. Nice walk after work!",4.5,moderate,9 mi,836 ft,Loop,Lake Chabot Regional Park,"['Dogs on leash', 'Kid friendly', 'Backpacking', 'Fishing', 'Hiking', 'Horseback riding', 'Mountain biking', 'Walking', 'running', 'Forest', 'Lake', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Off trail', 'No shade', 'Fee']","Lake Chabot: West Shore, Bass Cove, Columbine, Honker Bay, East Shore Loop is a 9 mile heavily trafficked loop trail located near San Leandro, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",62
63,www.alltrails.com/trail/us/california/lake-hodges-overlook-trail--2,Lake Hodges Overlook Trail,,4.5,moderate,7.3 mi,1423 ft,Loop,Elfin Forest Recreational Reserve,"['Dogs on leash', 'Hiking', 'Horseback riding', 'Mountain biking', 'Lake', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'No shade']","Lake Hodges Overlook Trail is a 7.3 mile heavily trafficked loop trail located near Escondido, California that features a river and is rated as moderate. The trail is primarily used for hiking, horses, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",63
64,www.alltrails.com/trail/us/california/lands-end-trail,Lands End Trail,Our favorite trail in San Francisco. We love everything about this trail. We usually hike this all the way to the Golden gate Bridge. The views of the Golden Gate Bridge are absolutely gorgeous from this trail. Please practice good trail etiquette. Happy hiking!,4.5,moderate,3.4 mi,538 ft,Loop,Golden Gate National Recreation Area,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'running', 'Forest', 'Partially paved', 'Views', 'Wildflowers', 'Wildlife', 'Historic site']","Lands End Trail is a 3.4 mile heavily trafficked loop trail located near San Francisco, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",64
65,www.alltrails.com/trail/us/california/lassen-peak,Lassen Peak,"Awesome trail, great views and a killer workout! Make sure you take plenty of water and sunscreen. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz ",5.0,hard,5.1 mi,1968 ft,Out & back,Lassen Volcanic National Park,"['Camping', 'Cross-country skiing', 'Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'running', 'Forest', 'Lake', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'Snow', 'Fee', 'No dogs']","Lassen Peak is a 5.1 mile heavily trafficked out and back trail located near Old Station, California that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from June until September.",65
66,www.alltrails.com/trail/us/california/los-liones-trail,Los Liones Trail,"This is a gorgeous short hike in a beautiful canyon.  It is quite popular; however, just about everyone was wearing masks.  I seen numerous birds and wildflowers.  The majority of the trail has a moderate ascent.        ",4.5,moderate,4.4 mi,1190 ft,Out & back,Topanga State Park,"['Hiking', 'Nature trips', 'Bird watching', 'running', 'Views', 'Wildflowers', 'Wildlife', 'No dogs']","Los Liones Trail is a 4.4 mile heavily trafficked out and back trail located near Pacific Palisades, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, nature trips, and bird watching.",66
67,www.alltrails.com/trail/us/california/los-penasquitos-canyon-trai,Los Penasquitos Canyon Trail,,4.5,easy,7.3 mi,164 ft,Loop,Los Penasquitos Canyon Preserve,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky']","Los Penasquitos Canyon Trail is a 7.3 mile heavily trafficked loop trail located near Poway, California that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",67
68,www.alltrails.com/trail/us/california/lower-yosemite-falls-trail,Lower Yosemite Falls Trail,,4.5,easy,1.2 mi,59 ft,Loop,Yosemite National Park,"['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Walking', 'Forest', 'Lake', 'Paved', 'River', 'Views', 'Waterfall', 'Fee']","Lower Yosemite Falls Trail is a 1.2 mile heavily trafficked loop trail located near Yosemite Valley, California that features a lake and is good for all skill levels. The trail is primarily used for walking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",68
69,www.alltrails.com/trail/us/california/marion-mountain-to-san-jacint,Marion Mountain to San Jacinto,"First and foremost, IGNORE the mileage sign at the start. It is fake news. This was a 13.3 mile round trip hike - 6.6 to the top. It took us a while (9 hours total time) because there is ice on a lot of the trail. We had crampons but still slower going. Overall, views from the top were great but the rating is less because there weren’t many views along the way. Also, it’s cold so dress with layers. This time of year the trail is not sunny.",4.5,hard,14 mi,4520 ft,Out & back,Mount San Jacinto State Park,"['Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Snowshoeing', 'Bird watching', 'running', 'Forest', 'River', 'Views', 'Wildflowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'Scramble', 'Snow', 'Off trail', 'No dogs']","Marion Mountain to San Jacinto is a 14 mile heavily trafficked out and back trail located near Idyllwild-Pine Cove, California that features a river and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from June until October.",69
70,www.alltrails.com/trail/us/california/michael-d-antonovich-trail--3,Michael D. Antonovich Trail,,4.5,easy,6 mi,416 ft,Out & back,Walnut Creek Community Regional Park,"['dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Walking', 'running', 'Lake', 'River', 'Views', 'Wildlife', 'Bugs', 'Over grown']","Michael D. Antonovich Trail is a 6 mile heavily trafficked out and back trail located near San Dimas, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",70
71,www.alltrails.com/trail/us/california/millard-canyon-falls-trail,Millard Canyon Falls Trail,Great trail. Went around 3pm on a Thursday. Parking was full and very small parking lot. There’s still water flowing at the waterfall. Very enjoyable hike.,4.5,moderate,2.5 mi,567 ft,Out & back,Angeles National Forest,"['dog friendly', 'Kid friendly', 'Hiking', 'Nature trips', 'running', 'Forest', 'Partially paved', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Washed out', 'Fee']","Millard Canyon Falls Trail is a 2.5 mile heavily trafficked out and back trail located near Altadena, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail.",71
72,www.alltrails.com/trail/us/california/mirror-lake-via-valley-loop-trail,Mirror Lake via Valley Loop Trail,"Have done this a few times. Once when the lake was full and then just the other day when it was completely dried up. I won’t judge it during the dry times, but wow...the bugs in this area were so unbelievably bad! Don’t even bother with bug spray. Wear a net, long sleeves and pants. Even in 100 degree weather lol!",4.0,easy,6.1 mi,337 ft,Loop,Yosemite National Park,"['Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Hiking', 'Nature trips', 'Walking', 'Forest', 'Lake', 'Paved', 'River', 'Views', 'Waterfall', 'Wildlife', 'Rocky', 'Fee', 'No dogs']","Mirror Lake via Valley Loop Trail is a 6.1 mile heavily trafficked loop trail located near Yosemite Valley, California that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is best used from March until November.",72
73,www.alltrails.com/trail/us/california/mission-peak-from-ohlone-college,Mission Peak from Ohlone College,"You are hiking through an area where cows graze so be sure to give them plenty of room. Don’t attempt to touch or agitate them. The trail itself is a broad, gravel and dirt fire road. There are benches along the route to the peak, giving you a chance to rest and enjoy the view along the way. Bring plenty of water and don’t forget to wear sunscreen since the trail is very exposed. The views from the summit are absolutely amazing - you can see for miles in every direction. Feel free to follow me on my Instagram account for more dope hiking adventures! @sertanusanmaz",4.5,hard,7.3 mi,2145 ft,Out & back,Mission Peak Regional Preserve,"['dog friendly', 'Backpacking', 'Camping', 'Hiking', 'Nature trips', 'running', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'No shade', 'Fee']","Mission Peak from Ohlone College is a 7.3 mile heavily trafficked out and back trail located near Fremont, California that features beautiful wild flowers and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",73
74,www.alltrails.com/trail/us/california/mission-peak-loop-from-stanford-avenue-staging-area,Mission Peak Loop from Stanford Avenue Staging Area,,4.5,hard,5.8 mi,2135 ft,Loop,Mission Peak Regional Preserve,"['dog friendly', 'Camping', 'Hiking', 'Horseback riding', 'Mountain biking', 'running', 'Views', 'Wildflowers', 'Wildlife', 'Rocky', 'Scramble', 'No shade']","Mission Peak Loop from Stanford Avenue Staging Area is a 5.8 mile heavily trafficked loop trail located near Milpitas, California that features beautiful wild flowers and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",74
75,www.alltrails.com/trail/us/california/mist-falls,Mist Falls,,5.0,moderate,8.7 mi,879 ft,Out & back,Kings Canyon National Park,"['Backpacking', 'Camping', 'Hiking', 'Forest', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Bugs', 'Rocky', 'No dogs']","Mist Falls is a 8.7 mile heavily trafficked out and back trail located near Hume, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, camping, and backpacking and is best used from May until October.",75
76,www.alltrails.com/trail/us/california/monserate-mountain-trail-loop,Monserate Mountain Trail Loop,,4.5,moderate,4.1 mi,1381 ft,Loop,"Fallbrook, California","['Dogs on leash', 'Hiking', 'Nature trips', 'Bird watching', 'running', 'Views', 'Wildflowers', 'Wildlife']","Monserate Mountain Trail Loop is a 4.1 mile heavily trafficked loop trail located near Fallbrook, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",76
77,www.alltrails.com/trail/us/california/montara-mountain-trail--3,Montara Mountain Trail,This is a very beautiful spot. If you like Eucalyptus trees you will see many on this trail with views of the coast. There is a fee to park inside the park & they only take cash but there is plenty of parking outside the park as well. Probably one of the best hike I’ve recently discovered in the Bay. ,4.5,moderate,6.7 mi,1669 ft,Loop,San Pedro Valley County Park,"['Hiking', 'running', 'Forest', 'Views', 'Rocky', 'Fee', 'No dogs']","Montara Mountain Trail is a 6.7 mile moderately trafficked loop trail located near Pacifica, California that features a great forest setting and is rated as moderate. The trail is primarily used for hiking and running and is accessible year-round.",77
78,www.alltrails.com/trail/us/california/mori-point-loop-trail,Mori Point Loop Trail,"This trail is beautiful. The point has a great view, but often can get quite windy. Hiked on a rainy day and some of the steep sections were a little slippery.",4.5,moderate,2.5 mi,396 ft,Loop,Golden Gate National Recreation Area,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Walking', 'running', 'Beach', 'Views', 'Wildflowers', 'Wildlife', 'Rocky']","Mori Point Loop Trail is a 2.5 mile heavily trafficked loop trail located near Pacifica, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, and running and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",78
79,www.alltrails.com/trail/us/california/moro-rock-trail,Moro Rock Trail,"All stairs and railing to the top of Moro Rock. Normally i prefer more natural trails, but with the strong winds, the railings were very reassuring!",4.5,moderate,0.4 mi,187 ft,Out & back,Sequoia National Park,"['Hiking', 'Nature trips', 'Rock climbing', 'Walking', 'Bird watching', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'Fee', 'No dogs']","Moro Rock Trail is a 0.4 mile heavily trafficked out and back trail located near Three Rivers, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from February until November.",79
80,www.alltrails.com/trail/us/california/mother-miguel-mountain-via-rock-house-trail,Mother Miguel Mountain Via Rock House Trail,,4.5,moderate,4.4 mi,1167 ft,Out & back,San Diego National Wildlife Refuge,"['dog friendly', 'Hiking', 'Mountain biking', 'running', 'Lake', 'Views', 'Wildflowers', 'Wildlife', 'Muddy', 'Rocky', 'No shade']","Mother Miguel Mountain Via Rock House Trail is a 4.4 mile heavily trafficked out and back trail located near Chula Vista, California that features a lake and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail.",80
81,www.alltrails.com/trail/us/california/mount-baden-powell,Mount Baden Powell Trail,Awesome.,4.5,hard,7.8 mi,2775 ft,Out & back,Angeles National Forest,"['Dogs on leash', 'Backpacking', 'Hiking', 'Nature trips', 'Rock climbing', 'Snowshoeing', 'Bird watching', 'Forest', 'Views', 'Wildflowers', 'Wildlife', 'Snow']","Mount Baden Powell Trail is a 7.8 mile heavily trafficked out and back trail located near Azusa, California that features beautiful wild flowers and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",81
82,www.alltrails.com/trail/us/california/mount-rubidoux-trail,Mount Rubidoux Trail,,4.5,easy,2.7 mi,393 ft,Loop,Mount Rubidoux Park,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'running', 'Partially paved', 'Rails trails', 'River', 'Views', 'Wildflowers', 'Wildlife']","Mount Rubidoux Trail is a 2.7 mile heavily trafficked loop trail located near Riverside, California that features a river and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",82
83,www.alltrails.com/trail/us/california/mount-san-antonio-mount-baldy-notch-trail,Mount San Antonio and Mount Baldy Notch Trail,"Strenuous and rewarding. Barely any snow left, wouldn’t bother with microspikes. I would bring poles to help with some of the loose terrain.",5.0,hard,11.5 mi,3940 ft,Loop,Angeles National Forest,"['dog friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Bird watching', 'running', 'Forest', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'Scramble', 'Snow', 'Historic site']","Mount San Antonio and Mount Baldy Notch Trail is a 11.5 mile heavily trafficked loop trail located near Mount Baldy, California that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail.",83
84,www.alltrails.com/trail/us/california/mount-san-antonio-via-baldy-bowl-trail,Mount San Antonio via Baldy Bowl Trail,Real time is 2:30 but I forgot to stop it ,5.0,hard,8.8 mi,3923 ft,Out & back,Angeles National Forest,"['Dogs on leash', 'Backpacking', 'Cross-country skiing', 'Hiking', 'Nature trips', 'Snowshoeing', 'running', 'Forest', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Rocky', 'Snow', 'Washed out', 'Off trail']","Mount San Antonio via Baldy Bowl Trail is a 8.8 mile heavily trafficked out and back trail located near Mount Baldy, California that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",84
85,www.alltrails.com/trail/us/california/mount-umunhum,Mount Umunhum,"Beautiful hike. I would not consider this a moderate hike, it was more of an easy, possibly easy-moderate. The inclines were very mellow. Reminded me of Hawaii with all the green hills/mountains. Lightly shaded for most of the trail. Took about 2.5 hrs total ",4.5,moderate,7.7 mi,1187 ft,Out & back,Sierra Azul Open Space Preserve,"['Hiking', 'Mountain biking', 'running', 'Views', 'Wildflowers', 'Wildlife', 'Historic site', 'No dogs']","Mount Umunhum is a 7.7 mile heavily trafficked out and back trail located near New Almaden, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round.",85
